TradeDate;Contractdate;PriceCode;SettlementPrice;HighPrice;LowPrice;Volume;OpenInterest
27/10/2014;01/12/2015;4;2;2;2;192;0
27/10/2014;01/01/2016;4;2;0;2;3;0
27/10/2014;01/02/2016;4;2;0;2;0;0
27/10/2014;01/03/2016;4;2;0;2;0;0
27/10/2014;01/04/2016;4;2;0;0;0;0
27/10/2014;01/05/2016;4;2;0;0;0;0
27/10/2014;01/06/2016;4;2;0;0;0;0
27/10/2014;01/07/2016;4;2;0;0;0;0
27/10/2014;01/08/2016;4;2;0;0;0;0
27/10/2014;01/09/2016;4;2;0;0;0;0
27/10/2014;01/10/2016;4;2;0;0;0;0
27/10/2014;01/11/2016;4;2;0;0;0;0
27/10/2014;01/12/2016;4;2;0;0;0;0
